company,rank,rank_change,revenue,profit,num. of employees,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market Cap,revenue_bin,employees_bin,Cluster,PCA1,PCA2
General Electric,48,-10.0,2.1622994061917042,-2.2934210820289826,2.050431180543794,15,Boston,2,0,0,0,0,38.0,H. Lawrence Culp Jr.,www.ge.com,GE,73458.0,High,Large,2,1.2063689879468662,3.017132826462431
IBM,49,-7.0,2.1622994061917042,2.033566342283304,2.050431180543794,20,Armonk,18,0,0,0,1,42.0,Arvind Krishna,https://www.ibm.com,IBM,107307.0,High,Large,3,3.6061370320188213,0.030614451446628638
MetLife,50,-4.0,2.1622994061917042,2.033566342283304,1.08121561504565,9,New York,18,0,0,0,1,46.0,Michel A. Khalaf,www.metlife.com,MET,49443.0,High,Large,3,3.074533094817848,-0.6703900963265381
Prudential Financial,51,4.0,2.1622994061917042,2.033566342283304,0.9769655382199401,9,Newark,15,0,0,0,1,55.0,Charles F. Lowrey,www.prudential.com,PRU,35689.0,High,Medium,3,3.017353089391947,-0.745791050007017
Albertsons,52,0.0,2.1622994061917042,-0.12714599603919016,2.050431180543794,10,Boise,34,0,0,0,1,52.0,Vivek Sankaran,www.albertsonscompanies.com,ACI,14087.0,High,Large,3,2.407795573293083,1.5219539143869685
Walt Disney,53,-3.0,2.1622994061917042,0.8233366203075566,2.050431180543794,17,Burbank,16,0,0,0,1,50.0,Robert A. Chapek,www.thewaltdisneycompany.com,DIS,181438.0,High,Large,3,2.934937805400991,0.865923859179721
Energy Transfer,54,27.0,2.1622994061917042,2.033566342283304,-0.44161588146503356,7,Dallas,29,0,0,0,1,81.0,Thomas E. Long/Marshall S. McCrea III,www.energytransfer.com,ET,32182.0,High,Small,1,2.239276988687678,-1.7718084417877376
Lockheed Martin,55,-6.0,2.1622994061917042,2.033566342283304,2.050431180543794,0,Bethesda,3,0,0,0,1,49.0,James D. Taiclet Jr.,www.lockheedmartin.com,LMT,103510.0,High,Large,3,3.6061370320188213,0.030614451446628638
Freddie Mac,56,-9.0,2.1622994061917042,2.033566342283304,-0.7045922029010976,9,McLean,31,0,0,0,1,47.0,Michael J. DeVito,www.freddiemac.com,FMCC,2055.0,High,Small,1,2.095037406862361,-1.9620113273435331
Goldman Sachs Group,57,2.0,2.1622994061917042,2.033566342283304,1.126237241313951,9,New York,18,0,0,0,1,59.0,David M. Solomon,www.goldmansachs.com,GS,113877.0,High,Large,3,3.0992269551265386,-0.637827304429978
Raytheon Technologies,58,-1.0,2.1622994061917042,2.033566342283304,2.050431180543794,0,Waltham,2,0,0,0,1,57.0,Gregory J. Hayes,www.rtx.com,RTX,139531.0,High,Large,3,3.6061370320188213,0.030614451446628638
HP,59,-3.0,2.1622994061917042,2.033566342283304,1.4814078485416577,20,Palo Alto,16,0,0,0,1,56.0,Enrique J. Lores,www.hp.com,HPQ,33951.0,High,Large,3,3.2940340753395403,-0.38094305724600475
Boeing,60,-6.0,2.1622994061917042,-2.2934210820289826,2.050431180543794,0,Chicago,41,0,0,0,0,54.0,David L. Calhoun,www.boeing.com,BA,92372.0,High,Large,2,1.2063689879468662,3.017132826462431
Morgan Stanley,61,0.0,2.1622994061917042,2.033566342283304,2.050431180543794,9,New York,18,0,0,0,1,61.0,James P. Gorman,www.morganstanley.com,MS,142829.0,High,Large,3,3.6061370320188213,0.030614451446628638
HCA Healthcare,62,0.0,2.1622994061917042,2.033566342283304,2.050431180543794,13,Nashville,27,0,0,0,1,62.0,Samuel N. Hazen,www.hcahealthcare.com,HCA,52649.0,High,Large,3,3.6061370320188213,0.030614451446628638
AbbVie,63,5.0,2.1622994061917042,2.033566342283304,1.4313838193546569,13,North Chicago,41,0,0,0,1,68.0,Richard A. Gonzalez,www.abbvie.com,ABBV,264607.0,High,Large,3,3.2665964527743285,-0.4171239371310714
Dow,64,18.0,2.1622994061917042,2.033566342283304,0.716040201980543,6,Midland,6,0,0,0,1,82.0,James R. Fitterling,www.dow.com,DOW,38189.0,High,Medium,3,2.874238450091804,-0.9345105194875248
Tesla,65,35.0,2.1622994061917042,2.033566342283304,2.050431180543794,18,Austin,29,0,1,0,1,100.0,Elon Musk,www.tesla.com,TSLA,763395.0,High,Large,3,3.6061370320188213,0.030614451446628638
Allstate,66,4.0,2.1622994061917042,0.4945533253448455,1.6564919506961613,9,Northbrook,41,0,0,0,1,70.0,Thomas J. Wilson,www.allstate.com,ALL,33721.0,High,Large,3,2.5365217304299192,0.8079280655338689
American International Group,67,5.0,2.1622994061917042,2.033566342283304,0.7610618282488439,9,New York,18,0,0,0,1,72.0,Peter S. Zaffino,www.aig.com,AIG,40988.0,High,Medium,3,2.898932310400494,-0.9019477275909648
Best Buy,68,-2.0,2.1622994061917042,1.20442634855979,2.050431180543794,19,Richfield,7,0,0,1,1,66.0,Corie S. Barry,www.investors.bestbuy.com,BBY,17106.0,High,Large,3,3.1462920022367085,0.6028929408183247
Charter Communications,69,-5.0,2.1622994061917042,2.033566342283304,2.050431180543794,2,Stamford,36,0,0,0,1,64.0,Thomas M. Rutledge,www.charter.com,CHTR,89514.0,High,Large,3,3.6061370320188213,0.030614451446628638
Sysco,70,-10.0,2.1622994061917042,-0.39781103179132116,1.8170690843864343,5,Houston,29,0,0,0,1,60.0,Kevin P. Hourican,www.sysco.com,SYY,44508.0,High,Large,2,2.1296869329404364,1.539985097491793
Merck,71,-6.0,2.1622994061917042,2.033566342283304,2.050431180543794,13,Kenilworth,15,0,0,0,1,65.0,Robert Davis,https://www.merck.com,MRK,218166.0,High,Large,3,3.6061370320188213,0.030614451446628638
New York Life Insurance,72,-5.0,2.1622994061917042,-0.6029684868046695,-0.3522729653370499,9,New York,18,0,0,0,1,67.0,Craig DeSanto,www.newyorklife.com,Unknown,11641.6,High,Small,1,0.8260456811476122,0.11256623670775877
Caterpillar,73,5.0,2.1622994061917042,2.033566342283304,2.050431180543794,15,Deerfield,41,0,0,0,1,78.0,D. James Umpleby III,www.caterpillar.com,CAT,95735.0,High,Large,3,3.6061370320188213,0.030614451446628638
Cisco Systems,74,-11.0,2.1622994061917042,2.033566342283304,2.050431180543794,20,San Jose,16,0,0,0,1,63.0,Charles H. Robbins,www.cisco.com,CSCO,182327.0,High,Large,3,3.6061370320188213,0.030614451446628638
TJX,75,22.0,2.1622994061917042,1.8925465376130606,2.050431180543794,19,Framingham,2,0,0,0,1,97.0,Ernie L. Herrman,www.tjx.com,TJX,73403.0,High,Large,3,3.5279267698564105,0.1279473522825396
Publix Super Markets,76,-7.0,2.1622994061917042,2.033566342283304,2.050431180543794,10,Lakeland,39,0,0,0,1,69.0,Randall T. Jones Sr.,www.publix.com,Unknown,11641.6,High,Large,3,3.6061370320188213,0.030614451446628638
ConocoPhillips,77,79.0,2.1622994061917042,2.033566342283304,-0.5745797510440821,7,Houston,29,0,0,0,1,156.0,Ryan M. Lance,www.conocophillips.com,COP,114444.0,High,Small,1,2.1663477879093462,-1.867977220522245
Liberty Mutual Insurance Group,78,-7.0,2.1622994061917042,1.7142065079211652,1.181263673419652,9,Boston,2,0,0,0,1,71.0,David H. Long,www.libertymutual.com,Unknown,11641.6,High,Large,3,2.952289839266661,-0.3776038425526766
Progressive,79,-5.0,2.1622994061917042,1.949087301216496,1.385211640415055,9,Mayfield Village,19,0,0,1,1,74.0,Susan Patricia Griffith,www.progressive.com,PGR,65485.0,High,Large,3,3.1944190445147553,-0.3922108371009963
Nationwide,80,-4.0,2.1622994061917042,0.5096640727395964,0.1374622804036897,9,Columbus,19,0,0,0,1,76.0,Kirt A. Walker,www.nationwide.com,Unknown,11641.6,High,Medium,1,1.7117313768225704,-0.3011700814529663
Tyson Foods,81,-8.0,2.1622994061917042,1.6967710301579915,2.050431180543794,11,Springdale,1,0,0,0,1,73.0,Donnie D. King,www.tysonfoods.com,TSN,30189.0,High,Large,3,3.419348731481983,0.2630730397544727
Bristol-Myers Squibb,82,-7.0,2.1622994061917042,2.033566342283304,0.5409560998260396,13,New York,18,0,0,0,1,75.0,Giovanni Caforio,www.bms.com,BMY,155720.0,High,Medium,3,2.7782067711135636,-1.061143599085258
Nike,83,2.0,2.1622994061917042,2.033566342283304,2.050431180543794,1,Beaverton,21,0,0,0,1,85.0,John J. Donahoe II,www.nike.com,NKE,171840.0,High,Large,3,3.6061370320188213,0.030614451446628638
Deere,84,4.0,2.1622994061917042,2.033566342283304,2.050431180543794,15,Moline,41,0,0,0,1,88.0,John C. May,www.deere.com,DE,95233.0,High,Large,3,3.6061370320188213,0.030614451446628638
American Express,85,-2.0,2.1622994061917042,2.033566342283304,2.050431180543794,9,New York,18,0,0,0,1,83.0,Stephen J. Squeri,www.americanexpress.com,AXP,111287.0,High,Large,3,3.6061370320188213,0.030614451446628638
Abbott Laboratories,86,3.0,2.1622994061917042,2.033566342283304,2.050431180543794,13,Abbott Park,41,0,0,0,1,89.0,Robert B. Ford,www.abbott.com,ABT,192481.0,High,Large,3,3.6061370320188213,0.030614451446628638
StoneX Group,87,-29.0,2.1622994061917042,-0.7364744308198309,-0.9076397373711347,9,New York,18,0,0,0,1,58.0,Sean M. O&#039;Connor,www.stonex.com,SNEX,1699.0,High,Small,1,0.4473901565371667,-0.19696711253330482
Plains GP Holdings,88,39.0,2.1622994061917042,-0.7832181164420549,-0.8647191203286877,7,Houston,29,0,0,0,1,127.0,Wilfred C.W. Chiang,www.plains.com,PAGP,2131.0,High,Small,1,0.4450073637529092,-0.1336610838146917
Enterprise Products Partners,89,16.0,2.1622994061917042,2.033566342283304,-0.724101574284028,7,Houston,29,0,0,0,1,105.0,A. James Teague/W. Randall Fowler,www.enterpriseproducts.com,EPD,55122.0,High,Small,1,2.084336734061929,-1.9761218704987091
TIAA,90,-11.0,2.1622994061917042,2.033566342283304,-0.3162056402932222,9,New York,18,0,0,1,1,79.0,Thasunda Brown Duckett,www.tiaa.org,Unknown,11641.6,High,Small,1,2.3080631084586636,-1.6811029759158755
Oracle,91,-11.0,2.1622994061917042,2.033566342283304,2.050431180543794,20,Austin,29,0,0,1,1,80.0,Safra A. Catz,www.oracle.com,ORCL,192514.0,High,Large,3,3.6061370320188213,0.030614451446628638
Thermo Fisher Scientific,92,3.0,2.1622994061917042,2.033566342283304,2.050431180543794,20,Waltham,2,0,0,0,1,95.0,Marc Casper,https://www.thermofisher.com,TMO,202645.0,High,Large,3,3.6061370320188213,0.030614451446628638
Coca-Cola,93,0.0,2.1622994061917042,2.033566342283304,2.050431180543794,11,Atlanta,40,0,0,0,1,93.0,James R. Quincey,www.coca-colacompany.com,KO,271069.0,High,Large,3,3.6061370320188213,0.030614451446628638
General Dynamics,94,-10.0,2.1622994061917042,1.8711258077897321,2.050431180543794,0,Reston,31,0,0,1,1,84.0,Phebe N. Novakovic,www.gd.com,GD,59618.0,High,Large,3,3.516046730034272,0.14273209671331097
CHS,95,8.0,2.1622994061917042,-0.3730692585845312,-0.5725287658474151,11,Inver Grove Heights,7,0,0,0,1,103.0,Jay D. Debertin,www.chsinc.com,Unknown,11641.6,High,Small,1,0.8327410470840759,-0.20541630660760737
USAA,96,-9.0,2.1622994061917042,1.9068270241619454,0.7978294897012896,9,San Antonio,29,0,0,0,1,87.0,Wayne Peacock,www.usaa.com,Unknown,11641.6,High,Medium,3,2.8488087273716056,-0.7878783763267103
Northwestern Mutual,97,-7.0,2.1622994061917042,-0.02120471210676107,-0.6903853786119895,9,Milwaukee,35,0,0,0,1,90.0,John E. Schlifske,www.northwesternmutual.com,Unknown,11641.6,High,Small,1,0.9632437787321525,-0.5335179437160833
Nucor,98,51.0,2.1622994061917042,2.033566342283304,0.37087440059023624,16,Charlotte,10,0,0,0,1,149.0,Leon J. Topalian,www.nucor.com,NUE,31183.0,High,Medium,3,2.684918854391844,-1.1841585906944847
Exelon,99,-7.0,2.1622994061917042,0.5833912358524467,0.5068397119205049,7,Chicago,41,0,0,0,1,92.0,Christopher M. Crane,www.exeloncorp.com,EXC,42832.0,High,Medium,1,1.9552202212319174,-0.08489749172475378
Massachusetts Mutual Life Insurance,100,23.0,2.1622994061917042,-0.5679314791091483,-0.566976098607658,9,Springfield,2,0,0,0,1,123.0,Roger W. Crandall,www.massmutual.com,Unknown,11641.6,High,Small,1,0.7277150981401367,-0.0669048987891236
Northrop Grumman,101,-15.0,2.1622994061917042,2.033566342283304,2.050431180543794,0,Falls Church,31,0,0,1,1,86.0,Kathy J. Warden,www.northropgrumman.com,NOC,71099.0,High,Large,3,3.6061370320188213,0.030614451446628638
3M,102,-6.0,2.1622994061917042,2.033566342283304,2.050431180543794,6,St. Paul,7,0,0,0,1,96.0,Michael F. Roman,www.3m.com,MMM,75190.0,High,Large,3,3.6061370320188213,0.030614451446628638
Travelers,103,-5.0,2.1622994061917042,2.033566342283304,0.4555150579746419,9,New York,18,0,0,0,1,98.0,Alan D. Schnitzer,www.travelers.com,TRV,37998.0,High,Medium,3,2.731343311772182,-1.122940541928952
Arrow Electronics,104,-2.0,2.1622994061917042,0.08706130219409139,-0.03432023582447172,5,Centennial,28,0,0,0,1,102.0,Sean J. Kerins,www.arrow.com,ARW,7851.0,High,Small,1,1.3831330511092756,-0.13373169913089816
Honeywell International,105,-11.0,2.1622994061917042,2.033566342283304,2.050431180543794,15,Charlotte,10,0,0,0,1,94.0,Darius E. Adamczyk,www.honeywell.com,HON,120646.0,High,Large,3,3.6061370320188213,0.030614451446628638
Dollar General,106,-15.0,2.1622994061917042,1.158928054206364,2.050431180543794,19,Goodlettsville,27,0,0,0,1,91.0,Jeffery C. Owen,www.dollargeneral.com,DG,55694.0,High,Large,3,3.1210584292811587,0.6342961964309709
Qualcomm,107,17.0,2.1622994061917042,2.033566342283304,1.181263673419652,20,San Diego,16,0,0,0,1,124.0,Cristiano Amon,https://www.qualcomm.com,QCOM,126877.0,High,Large,3,3.129408339948271,-0.5980283365564047
Capital One Financial,108,-9.0,2.1622994061917042,2.033566342283304,1.4697522497410866,9,McLean,31,0,1,0,1,99.0,Richard D. Fairbank,www.capitalone.com,COF,44423.0,High,Large,3,3.287641109281846,-0.38937320225922517
TD Synnex,109,8.0,2.1622994061917042,-0.5049977069925484,0.2808311480536345,5,Fremont,16,0,0,0,1,117.0,Richard T. Hume,www.tdsynnex.com,SNX,9174.0,High,Medium,2,1.2276312981861206,0.502851303586224
Philip Morris International,110,-9.0,2.1622994061917042,2.033566342283304,2.050431180543794,11,New York,18,0,0,0,1,101.0,Jacek Olczak,www.pmi.com,PM,141727.0,High,Large,3,3.6061370320188213,0.030614451446628638
World Fuel Services,111,36.0,2.1622994061917042,-0.7718435428536984,-0.8490115751639695,7,Miami,39,0,0,0,1,147.0,Michael J. Kasbar,www.wfscorp.com,INT,1427.0,High,Small,1,0.459931170477273,-0.1301511014339424
Performance Food Group,112,2.0,2.0688037696985146,-0.7992421507672577,0.07498226794912545,5,Richmond,31,0,0,0,1,114.0,George L. Holm,www.pfgc.com,PFGC,7818.0,High,Medium,2,0.8930304244989474,0.5591354519270386
Delta Air Lines,113,65.0,2.016209597351931,-0.6005607303516598,2.050431180543794,3,Atlanta,40,0,0,0,1,178.0,Edward H. Bastian,www.delta.com,DAL,20903.0,High,Large,2,2.0538205702473373,1.8519564184741912
American Airlines Group,114,60.0,2.0144210377802327,-2.2934210820289826,2.050431180543794,3,Fort Worth,29,0,0,0,0,174.0,Robert D. Isom,www.aa.com,AAL,9847.0,High,Large,2,1.1138328682671623,3.0204207847920768
Netflix,115,0.0,1.9950414687739502,2.033566342283304,-0.5045461101822807,17,Los Gatos,16,0,1,0,1,115.0,Ted Sarandos/Reed Hastings,www.netflix.com,NFLX,89579.0,High,Small,1,2.1000974132381636,-1.8136051409947467
Paramount Global,116,-7.0,1.9825425936493768,2.033566342283304,0.18653585303613765,17,New York,18,0,0,0,1,109.0,Robert M. Bakish,www.paramount.com,PARA,16383.0,High,Medium,1,2.471326893851514,-1.313488382799377
US Foods Holding,117,11.0,1.9728633300848926,-0.6968709884720499,0.33085517724063546,5,Rosemont,41,0,0,0,1,128.0,Andrew Iacobucci,www.usfoods.com,USFD,7335.0,High,Medium,2,1.0301138745638434,0.6756764870537649
Danaher,118,12.0,1.9692862109414966,2.033566342283304,2.050431180543794,13,Washington,37,0,0,0,1,130.0,Rainer Blair,https://www.danaher.com,DHR,189085.0,High,Large,3,3.4853574188320033,0.03490594688217882
Jabil,119,-15.0,1.9516110339976556,-0.25517221847163984,2.050431180543794,20,St. Petersburg,39,0,0,0,1,104.0,Mark T. Mondello,www.jabil.com,JBL,7554.0,High,Large,2,2.2049516121035753,1.615003038693277
Starbucks,120,5.0,1.9280020476512394,2.033566342283304,2.050431180543794,12,Seattle,33,0,1,0,1,125.0,Howard D. Schultz,www.starbucks.com,SBUX,94677.0,High,Large,3,3.459523510085636,0.03582386753569142
