company,rank,rank_change,revenue,profit,num. of employees,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market Cap,revenue_bin,employees_bin,Cluster,PCA1,PCA2
Ford Motor,22,-1.0,0.32605602798547,0.22220230356718892,0.25450026173024787,15,Dearborn,21,0,0,0,1,21.0,James D. Farley Jr.,www.ford.com,F,50609.0,High,Large,1,3.60764106278641,0.03179124626564626
Verizon Communications,23,-3.0,0.32605602798547,0.22220230356718892,0.25450026173024787,18,New York,31,0,0,0,1,20.0,Hans E. Vestberg,www.verizon.com,VZ,211872.0,High,Large,1,3.60764106278641,0.03179124626564626
JPMorgan Chase,24,-5.0,0.32605602798547,0.22220230356718892,0.25450026173024787,6,New York,31,0,0,0,1,19.0,James Dimon,www.jpmorganchase.com,JPM,336469.0,High,Large,1,3.60764106278641,0.03179124626564626
General Motors,25,-3.0,0.32605602798547,0.22220230356718892,0.25450026173024787,15,Detroit,21,0,0,1,1,22.0,Mary T. Barra,www.gm.com,GM,50156.0,High,Large,1,3.60764106278641,0.03179124626564626
Centene,26,-2.0,0.32605602798547,-0.1058645300982418,0.25450026173024787,9,St. Louis,23,0,0,1,1,24.0,Sarah M. London,www.centene.com,CNC,53429.0,High,Large,1,2.635389357364883,1.240028271104915
Meta Platforms,27,7.0,0.32605602798547,0.22220230356718892,0.25450026173024787,17,Menlo Park,3,0,1,0,1,34.0,Mark Zuckerberg,https://investor.fb.com,META,475718.0,High,Large,1,3.60764106278641,0.03179124626564626
Comcast,28,-2.0,0.32605602798547,0.22220230356718892,0.25450026173024787,18,Philadelphia,35,0,0,0,1,26.0,Brian L. Roberts,www.comcastcorporation.com,CMCSA,185069.0,High,Large,1,3.60764106278641,0.03179124626564626
Phillips 66,29,19.0,0.32605602798547,-0.11053862361329081,-0.20818679388603029,4,Houston,40,0,0,0,1,48.0,Mark E. Lashier,www.phillips66.com,PSX,41091.0,High,Small,1,1.2953351947015286,-0.49309521104512394
Valero Energy,30,23.0,0.32605602798547,-0.17083442995742287,-0.24831981477214715,4,San Antonio,40,0,0,0,1,53.0,Joseph W. Gorder,www.valero.com,VLO,44376.0,High,Small,1,1.001610389708623,-0.4228544172266147
Dell Technologies,31,-3.0,0.32605602798547,0.22220230356718892,0.25450026173024787,17,Round Rock,40,0,1,0,1,28.0,Michael S. Dell,www.delltechnologies.com,DELL,32568.0,High,Large,1,3.60764106278641,0.03179124626564626
Target,32,-2.0,0.32605602798547,0.22220230356718892,0.25450026173024787,16,Minneapolis,22,0,0,0,1,30.0,Brian C. Cornell,www.target.com,TGT,71112.0,High,Large,1,3.60764106278641,0.03179124626564626
Fannie Mae,33,-8.0,0.32605602798547,0.22220230356718892,-0.27131308984608066,6,Washington,6,0,0,0,1,25.0,David C. Benson,www.fanniemae.com,FNMA,3961.0,High,Small,1,2.1004997374835606,-1.9573522136392358
United Parcel Service,34,1.0,0.32605602798547,0.22220230356718892,0.25450026173024787,19,Atlanta,9,0,0,1,1,35.0,Carol B. Tomé,www.ups.com,UPS,162355.0,High,Large,1,3.60764106278641,0.03179124626564626
Lowe's,35,-4.0,0.32605602798547,0.22220230356718892,0.25450026173024787,16,Mooresville,25,0,0,0,1,31.0,Marvin R. Ellison,www.lowes.com,LOW,120655.0,High,Large,1,3.60764106278641,0.03179124626564626
Bank of America,36,-7.0,0.32605602798547,0.22220230356718892,0.25450026173024787,6,Charlotte,25,0,0,0,1,29.0,Brian T. Moynihan,www.bankofamerica.com,BAC,268697.0,High,Large,1,3.60764106278641,0.03179124626564626
Johnson & Johnson,37,-1.0,0.32605602798547,0.22220230356718892,0.25450026173024787,9,New Brunswick,29,0,0,0,1,36.0,Joaquin Duato,www.jnj.com,JNJ,451785.0,High,Large,1,3.60764106278641,0.03179124626564626
Archer Daniels Midland,38,13.0,0.32605602798547,0.10633931548498268,0.04029169743914368,8,Chicago,13,0,0,0,1,51.0,Juan R. Luciano,www.adm.com,ADM,41545.0,High,Medium,1,2.650285008316049,-0.35184462350575874
FedEx,39,6.0,0.32605602798547,0.22220230356718892,0.25450026173024787,19,Memphis,39,0,1,0,1,45.0,Rajesh Subramaniam,www.fedex.com,FDX,58577.0,High,Large,1,3.60764106278641,0.03179124626564626
Humana,40,1.0,0.32605602798547,0.14123921373068188,0.25450026173024787,9,Louisville,16,0,0,0,1,41.0,Bruce D. Broussard,www.humana.com,HUM,62653.0,High,Large,1,3.36770061745015,0.3299701316253809
Wells Fargo,41,-4.0,0.32605602798547,0.22220230356718892,0.25450026173024787,6,San Francisco,3,0,0,0,1,37.0,Charles W. Scharf,www.wellsfargo.com,WFC,162606.0,High,Large,1,3.60764106278641,0.03179124626564626
State Farm Insurance,42,-3.0,0.32605602798547,-0.11616311614306642,0.17043707761011417,6,Bloomington,13,0,0,0,1,39.0,Michael L. Tipsord,www.statefarm.com,Unknown,11641.6,High,Large,1,2.363917985784103,0.9599472489574344
Pfizer,43,34.0,0.32605602798547,0.22220230356718892,0.25450026173024787,9,New York,31,0,0,0,1,77.0,Albert Bourla,www.pfizer.com,PFE,288232.0,High,Large,1,3.60764106278641,0.03179124626564626
Citigroup,44,-11.0,0.32605602798547,0.22220230356718892,0.25450026173024787,6,New York,31,0,0,1,1,33.0,Jane Fraser,www.citigroup.com,C,100976.0,High,Large,1,3.60764106278641,0.03179124626564626
PepsiCo,45,-1.0,0.32605602798547,0.22220230356718892,0.25450026173024787,8,Purchase,31,0,0,0,1,44.0,Ramon L. Laguarta,www.pepsico.com,PEP,234697.0,High,Large,1,3.60764106278641,0.03179124626564626
Intel,46,-6.0,0.32605602798547,0.22220230356718892,0.25450026173024787,17,Santa Clara,3,0,0,0,1,40.0,Patrick P. Gelsinger,www.intel.com,INTC,164460.0,High,Large,1,3.60764106278641,0.03179124626564626
Procter & Gamble,47,-4.0,0.32605602798547,0.22220230356718892,0.25450026173024787,11,Cincinnati,32,0,0,0,1,43.0,Jon R. Moeller,www.pg.com,PG,345595.0,High,Large,1,3.60764106278641,0.03179124626564626
General Electric,48,-10.0,0.32605602798547,-0.589781221867123,0.25450026173024787,12,Boston,18,0,0,0,0,38.0,H. Lawrence Culp Jr.,www.ge.com,GE,73458.0,High,Large,1,1.2012644152073588,3.0222445878239936
IBM,49,-7.0,0.32605602798547,0.22220230356718892,0.25450026173024787,17,Armonk,31,0,0,0,1,42.0,Arvind Krishna,https://www.ibm.com,IBM,107307.0,High,Large,1,3.60764106278641,0.03179124626564626
MetLife,50,-4.0,0.32605602798547,0.22220230356718892,0.06918632472631218,6,New York,31,0,0,0,1,46.0,Michel A. Khalaf,www.metlife.com,MET,49443.0,High,Large,1,3.076474838543705,-0.6692483996762744
Prudential Financial,51,4.0,0.32605602798547,0.22220230356718892,0.04925371854741144,6,Newark,29,0,0,0,1,55.0,Charles F. Lowrey,www.prudential.com,PRU,35689.0,High,Medium,1,3.019341914088386,-0.7446531285610724
Albertsons,52,0.0,0.32605602798547,-0.1832675187074532,0.25450026173024787,7,Boise,12,0,0,0,1,52.0,Vivek Sankaran,www.albertsonscompanies.com,ACI,14087.0,High,Large,1,2.4059995502965603,1.525095663093208
Walt Disney,53,-3.0,0.32605602798547,-0.004904110173183457,0.25450026173024787,14,Burbank,3,0,0,0,1,50.0,Robert A. Chapek,www.thewaltdisneycompany.com,DIS,181438.0,High,Large,1,2.934593453540957,0.8682012380767071
Energy Transfer,54,27.0,0.32605602798547,0.22220230356718892,-0.22197893309427158,4,Dallas,40,0,0,0,1,81.0,Thomas E. Long/Marshall S. McCrea III,www.energytransfer.com,ET,32182.0,High,Small,1,2.2419064670135667,-1.77072189138022
Lockheed Martin,55,-6.0,0.32605602798547,0.22220230356718892,0.25450026173024787,0,Bethesda,19,0,0,0,1,49.0,James D. Taiclet Jr.,www.lockheedmartin.com,LMT,103510.0,High,Large,1,3.60764106278641,0.03179124626564626
Freddie Mac,56,-9.0,0.32605602798547,0.22220230356718892,-0.27225998428548137,6,McLean,42,0,0,0,1,47.0,Michael J. DeVito,www.freddiemac.com,FMCC,2055.0,High,Small,1,2.0977856494216236,-1.9609343000881776
Goldman Sachs Group,57,2.0,0.32605602798547,0.22220230356718892,0.07779445599359178,6,New York,31,0,0,0,1,59.0,David M. Solomon,www.goldmansachs.com,GS,113877.0,High,Large,1,3.101148366379495,-0.6366839774131656
Raytheon Technologies,58,-1.0,0.32605602798547,0.22220230356718892,0.25450026173024787,0,Waltham,18,0,0,0,1,57.0,Gregory J. Hayes,www.rtx.com,RTX,139531.0,High,Large,1,3.60764106278641,0.03179124626564626
HP,59,-3.0,0.32605602798547,0.22220230356718892,0.1457030471021308,17,Palo Alto,3,0,0,0,1,56.0,Enrique J. Lores,www.hp.com,HPQ,33951.0,High,Large,1,3.295795085972951,-0.3797868684486427
Boeing,60,-6.0,0.32605602798547,-0.589781221867123,0.25450026173024787,0,Chicago,13,0,0,0,0,54.0,David L. Calhoun,www.boeing.com,BA,92372.0,High,Large,1,1.2012644152073588,3.0222445878239936
Morgan Stanley,61,0.0,0.32605602798547,0.22220230356718892,0.25450026173024787,6,New York,31,0,0,0,1,61.0,James P. Gorman,www.morganstanley.com,MS,142829.0,High,Large,1,3.60764106278641,0.03179124626564626
HCA Healthcare,62,0.0,0.32605602798547,0.22220230356718892,0.25450026173024787,9,Nashville,39,0,0,0,1,62.0,Samuel N. Hazen,www.hcahealthcare.com,HCA,52649.0,High,Large,1,3.60764106278641,0.03179124626564626
AbbVie,63,5.0,0.32605602798547,0.22220230356718892,0.13613845680515346,9,North Chicago,13,0,0,0,1,68.0,Richard A. Gonzalez,www.abbvie.com,ABBV,264607.0,High,Large,1,3.268380055044295,-0.41596955985209655
Dow,64,18.0,0.32605602798547,0.22220230356718892,-0.0006351844416222977,3,Midland,21,0,0,0,1,82.0,James R. Fitterling,www.dow.com,DOW,38189.0,High,Medium,1,2.876345112764518,-0.9333820469214883
Tesla,65,35.0,0.32605602798547,0.22220230356718892,0.25450026173024787,15,Austin,40,0,1,0,1,100.0,Elon Musk,www.tesla.com,TSLA,763395.0,High,Large,1,3.60764106278641,0.03179124626564626
Allstate,66,4.0,0.32605602798547,-0.06660214457183022,0.17917911314155144,6,Northbrook,13,0,0,0,1,70.0,Thomas J. Wilson,www.allstate.com,ALL,33721.0,High,Large,1,2.535853137314637,0.8104901745695232
American International Group,67,5.0,0.32605602798547,0.22220230356718892,0.007972946825657296,6,New York,31,0,0,0,1,72.0,Peter S. Zaffino,www.aig.com,AIG,40988.0,High,Medium,1,2.901018640600308,-0.9008176246583797
Best Buy,68,-2.0,0.32605602798547,0.06660952060706621,0.25450026173024787,16,Richfield,22,0,0,1,1,66.0,Corie S. Barry,www.investors.bestbuy.com,BBY,17106.0,High,Large,1,3.1465296883323424,0.6048237563483931
Charter Communications,69,-5.0,0.32605602798547,0.22220230356718892,0.25450026173024787,18,Stamford,5,0,0,0,1,64.0,Thomas M. Rutledge,www.charter.com,CHTR,89514.0,High,Large,1,3.60764106278641,0.03179124626564626
Sysco,70,-10.0,0.32605602798547,-0.234059334904319,0.20988144799484865,20,Houston,40,0,0,0,1,60.0,Kevin P. Hourican,www.sysco.com,SYY,44508.0,High,Large,1,2.1275829134937023,1.543364538509669
Merck,71,-6.0,0.32605602798547,0.22220230356718892,0.25450026173024787,9,Kenilworth,29,0,0,0,1,65.0,Robert Davis,https://www.merck.com,MRK,218166.0,High,Large,1,3.60764106278641,0.03179124626564626
New York Life Insurance,72,-5.0,0.32605602798547,-0.2725582851566059,-0.20489657482387008,6,New York,31,0,0,0,1,67.0,Craig DeSanto,www.newyorklife.com,Unknown,11641.6,High,Small,1,0.8246080338386732,0.11605368980697545
Caterpillar,73,5.0,0.32605602798547,0.22220230356718892,0.25450026173024787,12,Deerfield,13,0,0,0,1,78.0,D. James Umpleby III,www.caterpillar.com,CAT,95735.0,High,Large,1,3.60764106278641,0.03179124626564626
Cisco Systems,74,-11.0,0.32605602798547,0.22220230356718892,0.25450026173024787,17,San Jose,3,0,0,0,1,63.0,Charles H. Robbins,www.cisco.com,CSCO,182327.0,High,Large,1,3.60764106278641,0.03179124626564626
TJX,75,22.0,0.32605602798547,0.1957391441161532,0.25450026173024787,16,Framingham,18,0,0,0,1,97.0,Ernie L. Herrman,www.tjx.com,TJX,73403.0,High,Large,1,3.529215421219271,0.12925239064811692
Publix Super Markets,76,-7.0,0.32605602798547,0.22220230356718892,0.25450026173024787,7,Lakeland,8,0,0,0,1,69.0,Randall T. Jones Sr.,www.publix.com,Unknown,11641.6,High,Large,1,3.60764106278641,0.03179124626564626
ConocoPhillips,77,79.0,0.32605602798547,0.22220230356718892,-0.2474016141036373,4,Houston,40,0,0,0,1,156.0,Ryan M. Lance,www.conocophillips.com,COP,114444.0,High,Small,1,2.1690373148052,-1.8668954851306008
Liberty Mutual Insurance Group,78,-7.0,0.32605602798547,0.16227263454840235,0.08831550532026684,6,Boston,18,0,0,0,1,71.0,David H. Long,www.libertymutual.com,Unknown,11641.6,High,Large,1,2.9536986417681046,-0.3761680967238412
Progressive,79,-5.0,0.32605602798547,0.20634933639531441,0.1273103399610434,6,Mayfield Village,32,0,0,1,1,74.0,Susan Patricia Griffith,www.progressive.com,PGR,65485.0,High,Large,1,3.196094474111474,-0.3909813065319599
Nationwide,80,-4.0,0.32605602798547,-0.06376652783936716,-0.11125923581646205,6,Columbus,32,0,0,0,1,76.0,Kirt A. Walker,www.nationwide.com,Unknown,11641.6,High,Medium,1,1.7117718799721207,-0.2986767227129351
Tyson Foods,81,-8.0,0.32605602798547,0.15900076908786806,0.25450026173024787,8,Springdale,1,0,0,0,1,73.0,Donnie D. King,www.tysonfoods.com,TSN,30189.0,High,Large,1,3.4203383751107554,0.2645561165556036
Bristol-Myers Squibb,82,-7.0,0.32605602798547,0.22220230356718892,-0.03411125048104294,9,New York,31,0,0,0,1,75.0,Giovanni Caforio,www.bms.com,BMY,155720.0,High,Medium,1,2.780392504514223,-1.0600214668335772
Nike,83,2.0,0.32605602798547,0.22220230356718892,0.25450026173024787,1,Beaverton,34,0,0,0,1,85.0,John J. Donahoe II,www.nike.com,NKE,171840.0,High,Large,1,3.60764106278641,0.03179124626564626
Deere,84,4.0,0.32605602798547,0.22220230356718892,0.25450026173024787,12,Moline,13,0,0,0,1,88.0,John C. May,www.deere.com,DE,95233.0,High,Large,1,3.60764106278641,0.03179124626564626
American Express,85,-2.0,0.32605602798547,0.22220230356718892,0.25450026173024787,6,New York,31,0,0,0,1,83.0,Stephen J. Squeri,www.americanexpress.com,AXP,111287.0,High,Large,1,3.60764106278641,0.03179124626564626
Abbott Laboratories,86,3.0,0.32605602798547,0.22220230356718892,0.25450026173024787,9,Abbott Park,13,0,0,0,1,89.0,Robert B. Ford,www.abbott.com,ABT,192481.0,High,Large,1,3.60764106278641,0.03179124626564626
StoneX Group,87,-29.0,0.32605602798547,-0.2976114263972685,-0.31108265630091236,6,New York,31,0,0,0,1,58.0,Sean M. O&#039;Connor,www.stonex.com,SNEX,1699.0,High,Small,0,0.44599941808430404,-0.19337836047680054
Plains GP Holdings,88,39.0,0.32605602798547,-0.3063831418938438,-0.3028762378261058,4,Houston,40,0,0,0,1,127.0,Wilfred C.W. Chiang,www.plains.com,PAGP,2131.0,High,Small,0,0.44352585009221274,-0.13002826872256262
Enterprise Products Partners,89,16.0,0.32605602798547,0.22220230356718892,-0.27599017450130253,4,Houston,40,0,0,0,1,105.0,A. James Teague/W. Randall Fowler,www.enterpriseproducts.com,EPD,55122.0,High,Small,1,2.0870937873594477,-1.9750455497355246
TIAA,90,-11.0,0.32605602798547,0.22220230356718892,-0.19800050521974943,6,New York,31,0,0,1,1,79.0,Thasunda Brown Duckett,www.tiaa.org,Unknown,11641.6,High,Small,1,2.3106359495517066,-1.680011884031761
Oracle,91,-11.0,0.32605602798547,0.22220230356718892,0.25450026173024787,17,Austin,40,0,0,1,1,80.0,Safra A. Catz,www.oracle.com,ORCL,192514.0,High,Large,1,3.60764106278641,0.03179124626564626
Thermo Fisher Scientific,92,3.0,0.32605602798547,0.22220230356718892,0.25450026173024787,17,Waltham,18,0,0,0,1,95.0,Marc Casper,https://www.thermofisher.com,TMO,202645.0,High,Large,1,3.60764106278641,0.03179124626564626
Coca-Cola,93,0.0,0.32605602798547,0.22220230356718892,0.25450026173024787,8,Atlanta,9,0,0,0,1,93.0,James R. Quincey,www.coca-colacompany.com,KO,271069.0,High,Large,1,3.60764106278641,0.03179124626564626
General Dynamics,94,-10.0,0.32605602798547,0.19171942369321104,0.25450026173024787,0,Reston,42,0,0,1,1,84.0,Phebe N. Novakovic,www.gd.com,GD,59618.0,High,Large,1,3.5173026655381863,0.14405661511127724
CHS,95,8.0,0.32605602798547,-0.22941640201270364,-0.24700946590146125,8,Inver Grove Heights,22,0,0,0,1,103.0,Jay D. Debertin,www.chsinc.com,Unknown,11641.6,High,Small,1,0.8317539956091148,-0.20214590020402326
USAA,96,-9.0,0.32605602798547,0.19841895773144794,0.01500292069393563,6,San Antonio,40,0,0,0,1,87.0,Wayne Peacock,www.usaa.com,Unknown,11641.6,High,Medium,1,2.850684883886454,-0.7866316850698103
Northwestern Mutual,97,-7.0,0.32605602798547,-0.16338704095677814,-0.26954364064113984,6,Milwaukee,45,0,0,0,1,90.0,John E. Schlifske,www.northwesternmutual.com,Unknown,11641.6,High,Small,1,0.9628473555180845,-0.5305717912082067
Nucor,98,51.0,0.32605602798547,0.22220230356718892,-0.06663085749076585,13,Charlotte,25,0,0,0,1,149.0,Leon J. Topalian,www.nucor.com,NUE,31183.0,High,Medium,1,2.6871813993567932,-1.1830426176053208
Exelon,99,-7.0,0.32605602798547,-0.049931211034822134,-0.04063430106358148,4,Chicago,13,0,0,0,1,92.0,Christopher M. Crane,www.exeloncorp.com,EXC,42832.0,High,Medium,1,1.9552065111586283,-0.08245780428628909
Massachusetts Mutual Life Insurance,100,23.0,0.32605602798547,-0.26598339361210366,-0.24594779637849676,6,Springfield,18,0,0,0,1,123.0,Roger W. Crandall,www.massmutual.com,Unknown,11641.6,High,Small,1,0.7264279261216331,-0.06345708341546127
Northrop Grumman,101,-15.0,0.32605602798547,0.22220230356718892,0.25450026173024787,0,Falls Church,42,0,0,1,1,86.0,Kathy J. Warden,www.northropgrumman.com,NOC,71099.0,High,Large,1,3.60764106278641,0.03179124626564626
3M,102,-6.0,0.32605602798547,0.22220230356718892,0.25450026173024787,3,St. Paul,22,0,0,0,1,96.0,Michael F. Roman,www.3m.com,MMM,75190.0,High,Large,1,3.60764106278641,0.03179124626564626
Travelers,103,-5.0,0.32605602798547,0.22220230356718892,-0.050447570708280216,6,New York,31,0,0,0,1,98.0,Alan D. Schnitzer,www.travelers.com,TRV,37998.0,High,Medium,1,2.733567631688079,-1.1218215037506767
Arrow Electronics,104,-2.0,0.32605602798547,-0.1430703144780318,-0.1441040388962822,20,Centennial,4,0,0,0,1,102.0,Sean J. Kerins,www.arrow.com,ARW,7851.0,High,Small,1,1.3826056931556763,-0.13086024577733757
Honeywell International,105,-11.0,0.32605602798547,0.22220230356718892,0.25450026173024787,12,Charlotte,25,0,0,0,1,94.0,Darius E. Adamczyk,www.honeywell.com,HON,120646.0,High,Large,1,3.60764106278641,0.03179124626564626
Dollar General,106,-15.0,0.32605602798547,0.05807150978624334,0.25450026173024787,16,Goodlettsville,39,0,0,0,1,91.0,Jeffery C. Owen,www.dollargeneral.com,DG,55694.0,High,Large,1,3.121226625877946,0.6362683881538651
Qualcomm,107,17.0,0.32605602798547,0.22220230356718892,0.08831550532026684,17,San Diego,3,0,0,0,1,124.0,Cristiano Amon,https://www.qualcomm.com,QCOM,126877.0,High,Large,1,3.1313049004010165,-0.5968830168693663
Capital One Financial,108,-9.0,0.32605602798547,0.22220230356718892,0.14347449756293507,6,McLean,42,0,1,0,1,99.0,Richard D. Fairbank,www.capitalone.com,COF,44423.0,High,Large,1,3.2894073837665743,-0.38821743554564736
TD Synnex,109,8.0,0.32605602798547,-0.2541735173307465,-0.08384712002532503,20,Fremont,3,0,0,0,1,117.0,Richard T. Hume,www.tdsynnex.com,SNX,9174.0,High,Medium,1,1.22605736179763,0.5062725885403719
Philip Morris International,110,-9.0,0.32605602798547,0.22220230356718892,0.25450026173024787,8,New York,31,0,0,0,1,101.0,Jacek Olczak,www.pmi.com,PM,141727.0,High,Large,1,3.60764106278641,0.03179124626564626
World Fuel Services,111,36.0,0.32605602798547,-0.3042486391886381,-0.29987295647285495,4,Miami,8,0,0,0,1,147.0,Michael J. Kasbar,www.wfscorp.com,INT,1427.0,High,Small,0,0.45845993541740965,-0.12652806157324614
Performance Food Group,112,2.0,0.3042712772639765,-0.309390142055192,-0.12320540909738674,20,Richmond,42,0,0,0,1,114.0,George L. Holm,www.pfgc.com,PFGC,7818.0,High,Medium,1,0.8911293464428457,0.5626891905565896
Delta Air Lines,113,65.0,0.2920166846760428,-0.27210645611681783,0.25450026173024787,19,Atlanta,9,0,0,0,1,178.0,Edward H. Bastian,www.delta.com,DAL,20903.0,High,Large,1,2.0513472726031172,1.8553291900250282
American Airlines Group,114,60.0,0.2915999451801539,-0.589781221867123,0.25450026173024787,19,Fort Worth,40,0,0,0,0,174.0,Robert D. Isom,www.aa.com,AAL,9847.0,High,Large,1,1.1087746270949237,3.0253306027157665
Netflix,115,0.0,0.28708445017175743,0.22220230356718892,-0.23401118768786905,14,Los Gatos,3,0,1,0,1,115.0,Ted Sarandos/Reed Hastings,www.netflix.com,NFLX,89579.0,High,Small,1,2.102807715196094,-1.8127492777513803
Paramount Global,116,-7.0,0.2841721765181337,0.22220230356718892,-0.1018763727351273,14,New York,31,0,0,0,1,109.0,Robert M. Bakish,www.paramount.com,PARA,16383.0,High,Medium,1,2.4737290083557206,-1.3126245619557346
US Foods Holding,117,11.0,0.28191688042273483,-0.2901796177083406,-0.07428252972834772,20,Rosemont,13,0,0,0,1,128.0,Andrew Iacobucci,www.usfoods.com,USFD,7335.0,High,Medium,1,1.0282836506257285,0.6790153784228923
Danaher,118,12.0,0.281083401430957,0.22220230356718892,0.25450026173024787,9,Washington,6,0,0,0,1,130.0,Rainer Blair,https://www.danaher.com,DHR,189085.0,High,Large,1,3.48692192229709,0.03581916191855198
Jabil,119,-15.0,0.27696503464805466,-0.20729235937480506,0.25450026173024787,17,St. Petersburg,8,0,0,0,1,104.0,Mark T. Mondello,www.jabil.com,JBL,7554.0,High,Large,1,2.2030260652700684,1.6179734974773559
Starbucks,120,5.0,0.27146407330232086,0.22220230356718892,0.25450026173024787,10,Seattle,44,0,1,0,1,125.0,Howard D. Schultz,www.starbucks.com,SBUX,94677.0,High,Large,1,3.4611009482348765,0.03668070471265165
